"id","codigo","opc","categoria","sub_categoria","descricao","restrito_sexo","campos_rad","estadio","repete_rad"
356,"A749",,"N","S","A74.9 Infecc causada p/clamidias NE","5","000","N","N"
357,"A75",,"S","N","A75   Tifo exantematico","5","000","N","N"
358,"A750",,"N","S","A75.0 Tifo epidem transm p/piolhos R. prowazekii","5","000","N","N"
359,"A751",,"N","S","A75.1 Tifo recrudescente","5","000","N","N"
360,"A752",,"N","S","A75.2 Tifo p/Rickettsia typhi","5","000","N","N"
361,"A753",,"N","S","A75.3 Tifo p/Rickettsia tsutsugamuchi","5","000","N","N"
362,"A759",,"N","S","A75.9 Tifo NE","5","000","N","N"
363,"A77",,"S","N","A77   Febre maculosa","5","000","N","N"
364,"A770",,"N","S","A77.0 Febre maculosa p/Rickettsia richettsii","5","000","N","N"
365,"A771",,"N","S","A77.1 Febre maculosa p/Rickettsia conorii","5","000","N","N"
366,"A772",,"N","S","A77.2 Febre maculosa dev Rickettsia siberica","5","000","N","N"
367,"A773",,"N","S","A77.3 Febre maculosa dev Rickettsia australis","5","000","N","N"
368,"A778",,"N","S","A77.8 Outr febres maculosas","5","000","N","N"
369,"A779",,"N","S","A77.9 Febre maculosa NE","5","000","N","N"
370,"A78",,"S","S","A78   Febre Q","5","000","N","N"
371,"A79",,"S","N","A79   Outr rickettsioses","5","000","N","N"
372,"A790",,"N","S","A79.0 Febre das trincheiras","5","000","N","N"
373,"A791",,"N","S","A79.1 Rickettsiose variceliforme dev R.akari","5","000","N","N"
374,"A798",,"N","S","A79.8 Outr tipos de rickettsioses espec","5","000","N","N"
375,"A799",,"N","S","A79.9 Rickettsiose NE","5","000","N","N"
376,"A80",,"S","N","A80   Poliomielite aguda","5","000","N","N"
377,"A800",,"N","S","A80.0 Poliomielite paral aguda assoc virus vacinal","5","000","N","N"
378,"A801",,"N","S","A80.1 Poliomiel paral aguda virus selvagem import","5","000","N","N"
379,"A802",,"N","S","A80.2 Poliomiel paral aguda virus selvagem indig","5","000","N","N"
380,"A803",,"N","S","A80.3 Poliomielites paraliticas agudas outr e NE","5","000","N","N"
381,"A804",,"N","S","A80.4 Poliomielite aguda nao-paralitica","5","000","N","N"
382,"A809",,"N","S","A80.9 Poliomielite aguda NE","5","000","N","N"
383,"A81",,"S","N","A81   Infecc p/virus lentos sist nervoso central","5","000","N","N"
384,"A810",,"N","S","A81.0 Doenc de Creutzfeldt-Jakob","5","000","N","N"
385,"A811",,"N","S","A81.1 Panencefalite esclerosante subaguda","5","000","N","N"
386,"A812",,"N","S","A81.2 Leucoencefalopatia multifocal progressiva","5","000","N","N"
387,"A818",,"N","S","A81.8 Outr infecc p/virus lentos sist nerv central","5","000","N","N"
388,"A819",,"N","S","A81.9 Infecc NE sist nerv central p/virus lentos","5","000","N","N"
389,"A82",,"S","N","A82   Raiva","5","000","N","N"
390,"A820",,"N","S","A82.0 Raiva silvestre","5","000","N","N"
391,"A821",,"N","S","A82.1 Raiva urbana","5","000","N","N"
392,"A829",,"N","S","A82.9 Raiva NE","5","000","N","N"
393,"A83",,"S","N","A83   Encefalite p/virus transm p/mosquitos","5","000","N","N"
394,"A830",,"N","S","A83.0 Encefalite japonesa","5","000","N","N"
395,"A831",,"N","S","A83.1 Encefalite equina ocidental","5","000","N","N"
396,"A832",,"N","S","A83.2 Encefalite equina oriental","5","000","N","N"
397,"A833",,"N","S","A83.3 Encefalite de St. Louis","5","000","N","N"
398,"A834",,"N","S","A83.4 Encefalite australiana","5","000","N","N"
399,"A835",,"N","S","A83.5 Encefalite da California","5","000","N","N"
400,"A836",,"N","S","A83.6 Doenc p/virus de Rocio","5","000","N","N"
401,"A838",,"N","S","A83.8 Outr encefalites p/virus transm p/mosquitos","5","000","N","N"
402,"A839",,"N","S","A83.9 Encefalite NE p/virus transm p/mosquitos","5","000","N","N"
403,"A84",,"S","N","A84   Encefalite p/virus transm p/carrapatos","5","000","N","N"
404,"A840",,"N","S","A84.0 Encefalite da taiga","5","000","N","N"
405,"A841",,"N","S","A84.1 Encefalite Europa Central transm p/carrapato","5","000","N","N"
406,"A848",,"N","S","A84.8 Outr encefalites p/virus transm p/carrapatos","5","000","N","N"
407,"A849",,"N","S","A84.9 Encefalite NE p/virus transm p/carrapatos","5","000","N","N"
408,"A85",,"S","N","A85   Outr encefalites virais NCOP","5","000","N","N"
409,"A850","+","N","S","A85.0 Encefalite p/enterovirus","5","000","N","N"
410,"A851","+","N","S","A85.1 Encefalite p/adenovirus","5","000","N","N"
411,"A852",,"N","S","A85.2 Encefalite p/virus transm p/artropodes NE","5","000","N","N"
412,"A858",,"N","S","A85.8 Outr encefalites virais espec","5","000","N","N"
413,"A86",,"S","S","A86   Encefalite viral NE","5","000","N","N"
414,"A87",,"S","N","A87   Meningite viral","5","000","N","N"
415,"A870","+","N","S","A87.0 Meningite p/enterovirus","5","000","N","N"
416,"A871","+","N","S","A87.1 Meningite p/adenovirus","5","000","N","N"
417,"A872",,"N","S","A87.2 Coriomeningite linfocitaria","5","000","N","N"
418,"A878",,"N","S","A87.8 Outr meningites virais","5","000","N","N"
419,"A879",,"N","S","A87.9 Meningite viral NE","5","000","N","N"
420,"A88",,"S","N","A88   Outr infecc virais sist nervoso central NCOP","5","000","N","N"
421,"A880",,"N","S","A88.0 Febre exantematica p/enterovirus","5","000","N","N"
422,"A881",,"N","S","A88.1 Vertigem epidemica","5","000","N","N"
423,"A888",,"N","S","A88.8 Outr infecc virais espec sist nerv central","5","000","N","N"
424,"A89",,"S","S","A89   Infecc virais NE do sist nervoso central","5","000","N","N"
425,"A90",,"S","S","A90   Dengue","5","000","N","N"
426,"A91",,"S","S","A91   Febre hemorragica dev virus do dengue","5","000","N","N"
427,"A92",,"S","N","A92   Outr febres virais transm p/mosquitos","5","000","N","N"
428,"A920",,"N","S","A92.0 Febre de Chikungunya","5","000","N","N"
429,"A921",,"N","S","A92.1 Febre de Onyong-nyong","5","000","N","N"
430,"A922",,"N","S","A92.2 Febre equina venezuelana","5","000","N","N"
431,"A923",,"N","S","A92.3 Febre p/virus West Nile","5","000","N","N"
432,"A924",,"N","S","A92.4 Febre do vale do Rift","5","000","N","N"
433,"A928",,"N","S","A92.8 Outr febres virais espec transm p/mosquitos","5","000","N","N"
434,"A929",,"N","S","A92.9 Febre viral transm p/mosquitos NE","5","000","N","N"
435,"A93",,"S","N","A93   Outr febres p/virus transm p/artropodes NCOP","5","000","N","N"
436,"A930",,"N","S","A93.0 Febre de Oropouche","5","000","N","N"
437,"A931",,"N","S","A93.1 Febre p/flebotomos","5","000","N","N"
438,"A932",,"N","S","A93.2 Febre do Colorado transm p/carrapatos","5","000","N","N"
439,"A938",,"N","S","A93.8 Outr febres virais espec transm p/artropodes","5","000","N","N"
440,"A94",,"S","S","A94   Febre viral transm p/artropodes NE","5","000","N","N"
441,"A95",,"S","N","A95   Febre amarela","5","000","N","N"
442,"A950",,"N","S","A95.0 Febre amarela silvestre","5","000","N","N"
443,"A951",,"N","S","A95.1 Febre amarela urbana","5","000","N","N"
444,"A959",,"N","S","A95.9 Febre amarela NE","5","000","N","N"
445,"A96",,"S","N","A96   Febre hemorragica p/arenavirus","5","000","N","N"
446,"A960",,"N","S","A96.0 Febre hemorragica de Junin","5","000","N","N"
447,"A961",,"N","S","A96.1 Febre hemorragica de Machupo","5","000","N","N"
448,"A962",,"N","S","A96.2 Febre de Lassa","5","000","N","N"
449,"A968",,"N","S","A96.8 Outr febres hemorragicas p/arenavirus","5","000","N","N"
450,"A969",,"N","S","A96.9 Febre hemorragica p/arenavirus NE","5","000","N","N"
451,"A98",,"S","N","A98   Outr febres hemorragicas p/virus NCOP","5","000","N","N"
452,"A980",,"N","S","A98.0 Febre hemorragica da Crimeia","5","000","N","N"
453,"A981",,"N","S","A98.1 Febre hemorragica de Omsk","5","000","N","N"
454,"A982",,"N","S","A98.2 Doenc da floresta de Kyasanur","5","000","N","N"
455,"A983",,"N","S","A98.3 Doenc de Marburg","5","000","N","N"
456,"A984",,"N","S","A98.4 Doenc p/virus Ebola","5","000","N","N"
457,"A985",,"N","S","A98.5 Febre hemorragica c/sindr renal","5","000","N","N"
458,"A988",,"N","S","A98.8 Outr febres hemorragicas espec p/virus","5","000","N","N"
459,"A99",,"S","S","A99   Febres hemorragicas virais NE","5","000","N","N"
460,"B00",,"S","N","B00   Infecc p/virus do herpes","5","000","N","N"
461,"B000",,"N","S","B00.0 Eczema herpetico","5","000","N","N"
462,"B001",,"N","S","B00.1 Dermatite vesicular dev virus do herpes","5","000","N","N"
463,"B002",,"N","S","B00.2 Gengivoestom e faringoamig dev virus herpes","5","000","N","N"
464,"B003","+","N","S","B00.3 Meningite dev virus do herpes","5","000","N","N"
465,"B004","+","N","S","B00.4 Encefalite dev virus do herpes","5","000","N","N"
466,"B005","+","N","S","B00.5 Afeccoes oculares dev virus do herpes","5","000","N","N"
467,"B007",,"N","S","B00.7 Doenc disseminada dev virus do herpes","5","000","N","N"
468,"B008",,"N","S","B00.8 Outr form de infecc dev virus do herpes","5","000","N","N"
469,"B009",,"N","S","B00.9 Infecc NE dev virus do herpes","5","000","N","N"
470,"B01",,"S","N","B01   Varicela","5","000","N","N"
471,"B010","+","N","S","B01.0 Meningite p/varicela","5","000","N","N"
472,"B011","+","N","S","B01.1 Encefalite p/varicela","5","000","N","N"
473,"B012","+","N","S","B01.2 Pneumopatia varicelosa","5","000","N","N"
474,"B018",,"N","S","B01.8 Varicela c/outr complic","5","000","N","N"
475,"B019",,"N","S","B01.9 Varicela s/complic","5","000","N","N"
476,"B02",,"S","N","B02   Herpes zoster","5","000","N","N"
477,"B020","+","N","S","B02.0 Encefalite p/virus do herpes zoster","5","000","N","N"
478,"B021","+","N","S","B02.1 Meningite p/virus do herpes zoster","5","000","N","N"
479,"B022","+","N","S","B02.2 Herpes zoster acomp outr manif neurologicas","5","000","N","N"
480,"B023","+","N","S","B02.3 Herpes zoster oftalmico","5","000","N","N"
481,"B027",,"N","S","B02.7 Herpes zoster disseminado","5","000","N","N"
482,"B028",,"N","S","B02.8 Herpes zoster c/outr complic","5","000","N","N"
483,"B029",,"N","S","B02.9 Herpes zoster s/complic","5","000","N","N"
484,"B03",,"S","S","B03   Variola","5","000","N","N"
485,"B04",,"S","S","B04   Variola dos macacos","5","000","N","N"
486,"B05",,"S","N","B05   Sarampo","5","000","N","N"
487,"B050","+","N","S","B05.0 Sarampo complicado p/encefalite","5","000","N","N"
488,"B051","+","N","S","B05.1 Sarampo complicado p/meningite","5","000","N","N"
489,"B052","+","N","S","B05.2 Sarampo complicado p/pneumonia","5","000","N","N"
490,"B053","+","N","S","B05.3 Sarampo complicado p/otite media","5","000","N","N"
491,"B054",,"N","S","B05.4 Sarampo c/complic intestinais","5","000","N","N"
492,"B058",,"N","S","B05.8 Sarampo c/outr complic","5","000","N","N"
493,"B059",,"N","S","B05.9 Sarampo s/complic","5","000","N","N"
494,"B06",,"S","N","B06   Rubeola","5","000","N","N"
495,"B060","+","N","S","B06.0 Rubeola c/complic neurologicas","5","000","N","N"
496,"B068",,"N","S","B06.8 Rubeola c/outr complic","5","000","N","N"
497,"B069",,"N","S","B06.9 Rubeola s/complic","5","000","N","N"
498,"B07",,"S","S","B07   Verrugas orig viral","5","005","N","N"
499,"B08",,"S","N","B08   Outr inf virais lesoes pele membr muc NCOP","5","000","N","N"
500,"B080",,"N","S","B08.0 Outr infecc p/ortopoxvirus","5","000","N","N"
501,"B081",,"N","S","B08.1 Molusco contagioso","5","000","N","N"
502,"B082",,"N","S","B08.2 Exantema subito","5","000","N","N"
503,"B083",,"N","S","B08.3 Eritema infecc","5","000","N","N"
504,"B084",,"N","S","B08.4 Estomatite vesic dev enterovirus c/exantema","5","000","N","N"
505,"B085",,"N","S","B08.5 Faringite vesicular dev enterovirus","5","000","N","N"
506,"B088",,"N","S","B08.8 Outr inf virais espec lesoes pele membr muco","5","000","N","N"
507,"B09",,"S","S","B09   Inf viral NE caract p/lesoes pele membr muco","5","000","N","N"
508,"B15",,"S","N","B15   Hepatite aguda A","5","000","N","N"
509,"B150",,"N","S","B15.0 Hepatite A c/coma hepatico","5","000","N","N"
510,"B159",,"N","S","B15.9 Hepatite A s/coma hepatico","5","000","N","N"
511,"B16",,"S","N","B16   Hepatite aguda B","5","000","N","N"
512,"B160",,"N","S","B16.0 Hepatite aguda B c/agente Delta c/coma hepat","5","000","N","N"
513,"B161",,"N","S","B16.1 Hepatite aguda B c/agente Delta s/coma hepat","5","000","N","N"
514,"B162",,"N","S","B16.2 Hepatite aguda B s/agente Delta c/coma hepat","5","000","N","N"
515,"B169",,"N","S","B16.9 Hepatite aguda B s/agente Delta s/coma hepat","5","000","N","N"
516,"B17",,"S","N","B17   Outr hepatites virais agudas","5","000","N","N"
517,"B170",,"N","S","B17.0 Infecc Delta aguda de portador de hepatite B","5","000","N","N"
518,"B171",,"N","S","B17.1 Hepatite aguda C","5","000","N","N"
519,"B172",,"N","S","B17.2 Hepatite aguda E","5","000","N","N"
520,"B178",,"N","S","B17.8 Outr hepatites virais agudas espec","5","000","N","N"
521,"B18",,"S","N","B18   Hepatite viral cronica","5","000","N","N"
522,"B180",,"N","S","B18.0 Hepatite viral cronica B c/agente Delta","5","000","N","N"
523,"B181",,"N","S","B18.1 Hepatite cronica viral B s/agente Delta","5","000","N","N"
524,"B182",,"N","S","B18.2 Hepatite viral cronica C","5","000","N","N"
525,"B188",,"N","S","B18.8 Outr hepatites cronicas virais","5","000","N","N"
526,"B189",,"N","S","B18.9 Hepatite viral cronica NE","5","000","N","N"
527,"B19",,"S","N","B19   Hepatite viral NE","5","000","N","N"
528,"B190",,"N","S","B19.0 Hepatite viral NE c/coma","5","000","N","N"
529,"B199",,"N","S","B19.9 Hepatite viral NE s/coma","5","000","N","N"
530,"B20",,"S","N","B20   Doenc p/HIV result doenc infecc e parasit","5","000","N","N"
531,"B200",,"N","S","B20.0 Doenc p/HIV result em infecc micobacterianas","5","000","N","N"
532,"B201",,"N","S","B20.1 Doenc p/HIV result outr infecc bacter","5","000","N","N"
533,"B202",,"N","S","B20.2 Doenc p/HIV result em doenc citomegalica","5","000","N","N"
534,"B203",,"N","S","B20.3 Doenc p/HIV result em outr infecc virais","5","000","N","N"
535,"B204",,"N","S","B20.4 Doenc p/HIV result em candidiase","5","000","N","N"
536,"B205",,"N","S","B20.5 Doenc p/HIV result em outr micoses","5","000","N","N"
537,"B206",,"N","S","B20.6 Doenc p/HIV result pneumonia p/P.carinii","5","000","N","N"
538,"B207",,"N","S","B20.7 Doenc p/HIV result em infecc mult","5","000","N","N"
539,"B208",,"N","S","B20.8 Doenc p/HIV result outr doenc infecc parasit","5","000","N","N"
540,"B209",,"N","S","B20.9 Doenc p/HIV result doenc infecc parasit NE","5","000","N","N"
541,"B21",,"S","N","B21   Doenc p/HIV result em neopl malig","5","000","N","N"
542,"B210",,"N","S","B21.0 Doenc p/HIV result em sarcoma de Kaposi","5","000","N","N"
543,"B211",,"N","S","B21.1 Doenc p/HIV result em linfoma de Burkitt","5","000","N","N"
544,"B212",,"N","S","B21.2 Doenc p/HIV res outr tip linfoma nao-Hodgkin","5","000","N","N"
545,"B213",,"N","S","B21.3 Doenc p/HIV out neop mal tec linf hemat corr","5","000","N","N"
546,"B217",,"N","S","B21.7 Doenc p/HIV result em mult neopl malig","5","000","N","N"
547,"B218",,"N","S","B21.8 Doenc p/HIV result em outr neopl malig","5","000","N","N"
548,"B219",,"N","S","B21.9 Doenc p/HIV result em neopl malig NE","5","000","N","N"
549,"B22",,"S","N","B22   Doenc p/HIV result em outr doenc espec","5","000","N","N"
550,"B220",,"N","S","B22.0 Doenc p/HIV result em encefalopatia","5","000","N","N"
551,"B221",,"N","S","B22.1 Doenc p/HIV result pneumonite interst linfat","5","000","N","N"
552,"B222",,"N","S","B22.2 Doenc p/HIV result em sindr de emaciacao","5","000","N","N"
553,"B227",,"N","S","B22.7 Doenc p/HIV result em doenc mult COP","5","000","N","N"
554,"B23",,"S","N","B23   Doenc p/HIV result em outr doenc","5","000","N","N"
555,"B230",,"N","S","B23.0 Sindr de infecc aguda p/HIV","5","000","N","N"
556,"B231",,"N","S","B23.1 Doenc p/HIV result linfadenopatias generaliz","5","000","N","N"
557,"B232",,"N","S","B23.2 Doenc p/HIV result anom hemat imunolog NCOP","5","000","N","N"
558,"B238",,"N","S","B23.8 Doenc p/HIV result em outr afeccoes espec","5","000","N","N"
559,"B24",,"S","S","B24   Doenc p/HIV NE","5","000","N","N"
560,"B25",,"S","N","B25   Doenc p/citomegalovirus","5","000","N","N"
561,"B250","+","N","S","B25.0 Pneumonite p/citomegalovirus","5","000","N","N"
562,"B251","+","N","S","B25.1 Hepatite p/citomegalovirus","5","000","N","N"
563,"B252","+","N","S","B25.2 Pancreatite p/citomegalovirus","5","000","N","N"
564,"B258",,"N","S","B25.8 Outr doenc p/citomegalovirus","5","000","N","N"
565,"B259",,"N","S","B25.9 Doenc NE p/citomegalovirus","5","000","N","N"
566,"B26",,"S","N","B26   Caxumba","5","000","N","N"
567,"B260","+","N","S","B26.0 Orquite p/caxumba","1","000","N","N"
568,"B261","+","N","S","B26.1 Meningite p/caxumba","5","000","N","N"
569,"B262","+","N","S","B26.2 Encefalite p/caxumba","5","000","N","N"
570,"B263","+","N","S","B26.3 Pancreatite p/caxumba","5","000","N","N"
571,"B268",,"N","S","B26.8 Caxumba c/outr complic","5","000","N","N"
572,"B269",,"N","S","B26.9 Caxumba s/complic","5","000","N","N"
573,"B27",,"S","N","B27   Mononucleose infecc","5","000","N","N"
574,"B270",,"N","S","B27.0 Mononucleose p/virus herpes gama","5","000","N","N"
575,"B271",,"N","S","B27.1 Mononucleose p/citomegalovirus","5","000","N","N"
576,"B278",,"N","S","B27.8 Outr mononucleoses infecc","5","000","N","N"
577,"B279",,"N","S","B27.9 Mononucleose infecc NE","5","000","N","N"
578,"B30",,"S","N","B30   Conjuntivite viral","5","000","N","N"
579,"B300","+","N","S","B30.0 Ceratoconjuntivite dev adenovirus","5","000","N","N"
580,"B301","+","N","S","B30.1 Conjuntivite dev adenovirus","5","000","N","N"
581,"B302",,"N","S","B30.2 Faringoconjuntivite viral","5","000","N","N"
582,"B303","+","N","S","B30.3 Conjuntivite hemorragica aguda endemica","5","000","N","N"
583,"B308","+","N","S","B30.8 Outr conjuntivites virais","5","000","N","N"
584,"B309",,"N","S","B30.9 Conjuntivite viral NE","5","000","N","N"
585,"B33",,"S","N","B33   Outr doenc p/virus NCOP","5","000","N","N"
586,"B330",,"N","S","B33.0 Mialgia epidemica","5","000","N","N"
587,"B331",,"N","S","B33.1 Doenc de Ross River","5","000","N","N"
588,"B332",,"N","S","B33.2 Cardite viral","5","000","N","N"
589,"B333",,"N","S","B33.3 Infecc p/retrovirus NCOP","5","000","N","N"
590,"B338",,"N","S","B33.8 Outr doenc espec p/virus","5","000","N","N"
591,"B34",,"S","N","B34   Doenc p/virus de localiz NE","5","000","N","N"
592,"B340",,"N","S","B34.0 Infecc p/adenovirus NE","5","000","N","N"
593,"B341",,"N","S","B34.1 Infecc p/enterovirus NE","5","000","N","N"
594,"B342",,"N","S","B34.2 Infecc p/coronavirus NE","5","000","N","N"
595,"B343",,"N","S","B34.3 Infecc p/parvovirus NE","5","000","N","N"
596,"B344",,"N","S","B34.4 Infecc p/papovavirus NE","5","000","N","N"
597,"B348",,"N","S","B34.8 Outr infecc p/virus de localiz NE","5","000","N","N"
598,"B349",,"N","S","B34.9 Infecc viral NE","5","000","N","N"
599,"B35",,"S","N","B35   Dermatofitose","5","000","N","N"
600,"B350",,"N","S","B35.0 Tinha da barba e do couro cabeludo","5","000","N","N"
601,"B351",,"N","S","B35.1 Tinha das unhas","5","005","N","N"
602,"B352",,"N","S","B35.2 Tinha da mao","5","000","N","N"
603,"B353",,"N","S","B35.3 Tinha dos pes","5","000","N","N"
604,"B354",,"N","S","B35.4 Tinha do corpo","5","000","N","N"
